Object ID	File to include	Shape files
805	xx_rpman_weapons.bin	 mc_mine mc_mine_l1 mc_mine_l2 mc_mine_l3 mc_mine_l4
806	xx_mecc_flick.bin	 mc_rocket_homing
806	xx_mecclev1.bin	 mc_rocket_homing
806	xx_rpman_weapons.bin	 mc_rocket_homing
807	xx_mecclev1.bin	 mc_pickup_homing
807	xx_rpman_weapons.bin	 mc_pickup_homing
808	xx_mecc_flick.bin	 mc_lbomb
808	xx_mecclev1.bin	 mc_lbomb
808	xx_rpman_weapons.bin	 mc_lbomb
809	xx_story4.bin	 s6_dungeon
810	xx_story4.bin	 s6_cage
811	xx_efx.bin	 efx_shockwave_w
813	xx_efx.bin	 efx_dustball
814	xx_efx.bin	 efx_smoke_black
815	xx_efx.bin	 efx_fire_trail
816	xx_efx.bin	 efx_shockwave_b
817	xx_efx.bin	 efx_ref_horiz_circle
818	xx_efx.bin	 efx_ref_sphere
819	xx_efx.bin	 efx_ref_plume
820	xx_efx.bin	 efx_bfire_trail
821	xx_efx.bin	 efx_ref_line_back
822	xx_mecc_flick.bin	 mc_popupbomb
822	xx_mecclev1.bin	 mc_popupbomb
822	xx_rpman_weapons.bin	 mc_popupbomb
823	xx_efx.bin	 efx_ref_line_up
824	xx_efx.bin	 efx_shockwave_bh
826	xx_efx.bin	 efx_smoke_blue
827	xx_efx.bin	 efx_gfire_trail
828	xx_efx.bin	 efx_smoke_mgrey
829	xx_efx.bin	 efx_sniper_flash
830	xx_snow_stuff.bin	 snowtree
830	xx_snowtree.bin	 snowtree
834	xx_mecc_base.bin	 sm_dropoff
834	xx_smartie_stuff.bin	 sm_dropoff
835	xx_smartie_stuff.bin	 base_flag_red
836	xx_smartie_stuff.bin	 base_flag_blue
837	xx_efx.bin	 efx_ref_line_l2r
839	xx_efx.bin	 efx_rain
840	xx_efx.bin	 efx_snow
841	xx_efx.bin	 efx_hail
846	xx_efx.bin	 efx_waterdrop
847	xx_efx.bin	 efx_glint
848	xx_efx.bin	 efx_bubble_reflection
849	xx_efx.bin	 efx_bubble_hilight
850	xx_efx.bin	 efx_bubble_glow
851	xx_reaper_base.bin	 rp_smartie_waiting
854	xx_efx.bin	 efx_water_ring
857	xx_reaper_base.bin	 sm_podium_reap
858	xx_reaper_base.bin	 sm_dropoff_reap
859	xx_efx.bin	 efx_vimp_ghost
861	xx_efx.bin	 efx_water_bubble
862	xx_efx.bin	 efx_ref_bubbles
866	xx_efx.bin	 efx_blast_area_check
867	xx_efx.bin	 efx_dust_ball
868	xx_efx.bin	 efx_dust_swirl
869	xx_efx.bin	 efx_mist
872	xx_efx.bin	 efx_smartie_spell
873	xx_efx.bin	 efx_ref_ground_hit
874	xx_efx.bin	 efx_snow_ball
875	xx_efx.bin	 efx_snow_swirl
882	xx_reaper_base.bin	 rp_soul_dropoff
883	xx_efx.bin	 efx_redlight
884	xx_efx.bin	 mr_invisible
885	xx_efx.bin	 efx_blue_wide
886	xx_efx.bin	 efx_blue_wide
887	xx_efx.bin	 efx_ref_spin
888	xx_efx.bin	 efx_ref_firewall
890	xx_efx.bin	 efx_fire
892	xx_mecclev1.bin	 mc_jetpack_2
892	xx_rpman_weapons.bin	 mc_jetpack_2
894	xx_efx.bin	 efx_slow_spell
897	xx_mecclev1.bin	 mc_repairpack
897	xx_rpman_weapons.bin	 mc_repairpack
898	xx_mecclev1.bin	 mc_repairgun
898	xx_rpman_weapons.bin	 mc_repairgun
899	xx_efx.bin	 efx_lightning
900	xx_efx.bin	 efx_wood_debri_1
901	xx_efx.bin	 efx_wood_debri_2
902	xx_mecclev1.bin	 mc_shield
902	xx_rpman_weapons.bin	 mc_shield
903	xx_reaperlev1.bin	 rp_head
904	xx_efx.bin	 efx_hail_missile
905	xx_efx.bin	 efx_hail_shrapnel
906	xx_efx.bin	 mc_chunk1
907	xx_efx.bin	 mc_chunk2
908	xx_efx.bin	 mc_chunk3
909	xx_efx.bin	 mc_chunk4
910	xx_efx.bin	 mc_chunk5
911	xx_efx.bin	 mc_chunk6
912	xx_efx.bin	 efx_metal_debri_1
913	xx_efx.bin	 efx_stone_debri_1
914	xx_efx.bin	 efx_splat
915	xx_efx.bin	 efx_spray
916	xx_efx.bin	 efx_blood
917	xx_efx.bin	 efx_build_select
918	xx_mecc_base.bin	 fun_house fun_house_l1 fun_house_l2 fun_house_l3 fun_house_l4 fun_house_l5 fun_house_l6
919	xx_efx.bin	 efx_mc_death
920	xx_mecclev1.bin	 mc_bushpack
920	xx_rpman_weapons.bin	 mc_bushpack
921	xx_efx.bin	 efx_circle_spell
922	xx_efx.bin	 efx_debri_3
923	xx_efx.bin	 efx_ref_circle_out
924	xx_efx.bin	 efx_ref_sphere_in
925	xx_efx.bin	 efx_rp_target
926	xx_efx.bin	 efx_prx_sphere
927	xx_efx.bin	 efx_fire_roll
928	xx_reaperlev1.bin	 rp_bow_homing rp_bow_homing_l1 rp_bow_homing_l2 rp_bow_homing_l3 rp_bow_homing_l4 rp_bow_homing_l5
929	xx_reaperlev1.bin	 rp_bow_sniper rp_bow_sniper_l1 rp_bow_sniper_l2 rp_bow_sniper_l3 rp_bow_sniper_l4 rp_bow_sniper_l5
930	xx_reaperlev1.bin	 rp_bow_rpg rp_bow_rpg_l1 rp_bow_rpg_l2 rp_bow_rpg_l3 rp_bow_rpg_l4 rp_bow_rpg_l5
931	xx_reaperlev1.bin	 rp_bow_powerup rp_bow_powerup_l1 rp_bow_powerup_l2 rp_bow_powerup_l3 rp_bow_powerup_l4 rp_bow_powerup_l5
932	xx_efx.bin	 efx_dark_fire
933	xx_efx.bin	 efx_box_alpha
934	xx_reaperlev1.bin	 rp_screamer
935	xx_efx.bin	 efx_bglow
936	xx_mecc_base.bin	 d_fun_house d_fun_house_l1 d_fun_house_l2 d_fun_house_l3 d_fun_house_l4
937	xx_tools.bin	 scott_test
938	xx_efx.bin	 efx_blooddrop
942	xx_efx.bin	 efx_ice_target
945	xx_offspring.bin	 offs_hotspot
946	xx_efx.bin	 efx_swirl
947	xx_efx.bin	 efx_lightning_1
948	xx_efx.bin	 efx_lightning_2
950	xx_efx.bin	 efx_rp_debri_1
951	xx_smartie_stuff.bin	 sm_flag
952	xx_smartie_stuff.bin	 sm_flag1
953	xx_smartie_stuff.bin	 sm_flag2
954	xx_smartie_stuff.bin	 sm_flag3
955	xx_efx.bin	 efx_sun_yellow
956	xx_efx.bin	 efx_sun_yellow_f
959	xx_efx.bin	 efx_clockhand_1
960	xx_efx.bin	 efx_clockhand_2
964	xx_efx.bin	 efx_bow_charged
965	xx_efx.bin	 efx_fire_ring
966	xx_efx.bin	 efx_splash
967	xx_reaper_base.bin	 d_spellshop_1 d_spellshop_1_l1 d_spellshop_1_l2 d_spellshop_1_l3 d_spellshop_1_l4
968	xx_reaper_base.bin	 d_spellshop_2 d_spellshop_2_l1 d_spellshop_2_l2 d_spellshop_2_l3 d_spellshop_2_l4
970	xx_reaper_base.bin	 d_extractor_2 d_extractor_2_l1 d_extractor_2_l2 d_extractor_2_l3 d_extractor_2_l4
977	xx_bones.bin	 bone_femur
978	xx_bones.bin	 bone_rib
979	xx_bones.bin	 bone_spine
980	xx_efx.bin	 efx_3dxhair
981	xx_mecc_base.bin	 mecc_base_template_1
983	xx_mecc_base.bin	 s_mecc_teleport s_mecc_teleport_l1 s_mecc_teleport_l2 s_mecc_teleport_l3
984	xx_mecc_base.bin	 s_mecc_gpad s_mecc_gpad_l1 s_mecc_gpad_l2 s_mecc_gpad_l3 s_mecc_gpad_l4 s_mecc_gpad_l4
985	xx_reaper_base.bin	 rp_base_template_1
986	xx_mecc_base.bin	 s_mecc_shop s_mecc_shop_l1 s_mecc_shop_l2 s_mecc_shop_l3 s_mecc_shop_l4 s_mecc_shop_l5 s_mecc_shop_l6
988	xx_mecc_base.bin	 s_mecc_tower s_mecc_tower_l1 s_mecc_tower_l2 s_mecc_tower_l3 s_mecc_tower_l4 s_mecc_tower_l5 s_mecc_tower_l6
989	xx_reaper_base.bin	 s_reaper_shop s_reaper_shop_l1 s_reaper_shop_l2 s_reaper_shop_l3 s_reaper_shop_l4 s_reaper_shop_l5 s_reaper_shop_l6
991	xx_mecc_base.bin	 gyro_l0
992	xx_plants.bin	 shrub1 shrub1_l1
993	xx_plants.bin	 shrub2
994	xx_plants.bin	 shrub3
996	xx_plants.bin	 shrub5 shrub5_l1 shrub5_l2 shrub5_l3
997	xx_plants.bin	 shrub6 shrub6_l1 shrub6_l2 shrub6_l3
998	xx_plants.bin	 shrub7 shrub7_l1 shrub7_l2 shrub7_l3
999	xx_plants.bin	 shrub8 shrub8_l1 shrub8_l2 shrub8_l3
1001	xx_story1.bin	 w_story1_hang
1002	xx_smartie_stuff.bin	 smw_house5 smw_house5_l1 smw_house5_l2 smw_house5_l3 smw_house5_l4
1003	xx_smartie_stuff.bin	 smw_house6 smw_house6_l1 smw_house6_l2 smw_house6_l3 smw_house6_l4
1004	xx_tools.bin	 light
1005	xx_permanentaliens.bin	 piranha
1006	xx_ptree.bin	 ptree_bob_busted
1007	xx_bigwalls.bin	 guard_center
1007	xx_bigwalls_lite.bin	 guard_center
1008	xx_story1.bin	 w_story1_ramp_1
1009	xx_story1.bin	 w_story1_ramp_2 w_story1_ramp_2
1009	xx_story1.bin	 w_story1_ramp_2 w_story1_ramp_2
1009	xx_story1.bin	 w_story1_ramp_2 w_story1_ramp_2
1009	xx_story1.bin	 w_story1_ramp_2 w_story1_ramp_2
1010	xx_story1.bin	 w_story1_ramp_3
1011	xx_story1.bin	 w_story1_ramp_4
1012	xx_story1.bin	 w_story1_rock_1
1013	xx_story1.bin	 w_story1_rock_2
1014	xx_story1.bin	 w_story1_rock_3
1015	xx_bigwalls.bin	 bw_gate_swing
1016	xx_efx.bin	 efx_blur
1017	xx_tools.bin	 sphere_coll
1018	xx_kabutolev1.bin	 kabuto_shield
1019	xx_menus.bin	 mu_mpselect
1020	xx_menus.bin	 efx_menu
1021	xx_guard_drawbridge.bin	 bw_drawbridge bw_drawbridge_coll
1022	xx_bigwalls.bin	 bw_fence
1023	xx_guard_prison.bin	 bw_prison bw_prison_l1 bw_prison_l2 bw_prison_l3
1024	xx_smartie_stuff.bin	 fun_house_int
1025	xx_menus.bin	 mu_idselect
1026	xx_menus.bin	 mu_wdselect
1027	xx_menus.bin	 mu_gnselect
1028	xx_smartie_stuff.bin	 mctower
1029	xx_plants.bin	 shrub9 shrub9_l1 shrub9_l2 shrub9_l3
1030	xx_plants.bin	 shrub10 shrub10_l1 shrub10_l2
1031	xx_plants.bin	 shrub11
1041	xx_smartie_stuff.bin	 mcbarrack mcbarrack_l1 mcbarrack_l2 mcbarrack_l3 mcbarrack_l4 mcbarrack_l5 mcbarrack_l6
1042	xx_rocks.bin	 desert_rock_1
1043	xx_rocks.bin	 desert_rock_2
1044	xx_rocks.bin	 desert_rock_3
1045	xx_ptree.bin	 ptree_canopy ptree_canopy_l1 ptree_canopy_l2
1047	xx_reaperman.bin	 rpm_snipergun rpm_snipergun_l1 rpm_snipergun_l2 rpm_snipergun_l3 rpm_snipergun_l4
1048	xx_reaperman.bin	 rpm_bazooka rpm_bazooka_l1 rpm_bazooka_l2 rpm_bazooka_l3 rpm_bazooka_l4
1049	xx_reaperman.bin	 rpm_jetpack rpm_jetpack_l1 rpm_jetpack_l2 rpm_jetpack_l3 rpm_jetpack_l4
1050	xx_guard_buildings.bin	 guard_tower1 guard_tower1_l1 guard_tower1_l2 guard_tower1_l3 guard_tower1_l4
1051	xx_guard_buildings.bin	 guard_tower2 guard_tower2_l1 guard_tower2_l2 guard_tower2_l3 guard_tower2_l4
1052	xx_markers.bin	 marker_spline
1053	xx_story4.bin	 story4
1054	xx_formations.bin	 1sonak_4guards
1055	xx_reaperman.bin	 rpm_torch
1056	xx_guard_drawbridge.bin	 bw_drawbridge_open bw_drawbridgeo_coll
1057	xx_story4.bin	 story4_gate
1058	xx_formations.bin	 1tsonak_4guards
1059	xx_formations.bin	 1mcsonak_4guards
1060	xx_guard_barracks.bin	 bw_minibarracks bw_minibarracks_l1 bw_minibarracks_l2 bw_minibarracks_l3 bw_minibarracks_l4
1061	xx_guard_buildings.bin	 guard_sam guard_sam_l1 guard_sam_l2 guard_sam_l3 guard_sam_l4
1061	xx_guard_turrets.bin	 guard_sam guard_sam_l1 guard_sam_l2 guard_sam_l3 guard_sam_l4
1062	xx_guard_buildings.bin	 guard_turret guard_turret_l1 guard_turret_l2 guard_turret_l3 guard_turret_l4
1062	xx_guard_turrets.bin	 guard_turret guard_turret_l1 guard_turret_l2 guard_turret_l3 guard_turret_l4
1063	xx_guard_prison.bin	 bw_prisoncrater bw_prisoncrater_l1 bw_prisoncrater_l2 bw_prisoncrater_l3
1064	xx_charger.bin	 charger_hotspot
1065	xx_guard_buildings.bin	 guard_lift guard_lift_l1 guard_lift_l2 guard_lift_l3 guard_lift_l4
1066	xx_guard_buildings.bin	 guard_lift_strut guard_lift_strut_l1 guard_lift_strut_l2 guard_lift_strut_l3 guard_lift_strut_l4
1067	xx_formations.bin	 2x4_guards
1068	xx_formations.bin	 2x5_guards
1069	xx_formations.bin	 2x3_guards
1070	xx_formations.bin	 2x2_guards
1071	xx_formations.bin	 2x1_guards
1072	xx_guard_buildings.bin	 guard_bunker guard_bunker_l1 guard_bunker_l2 guard_bunker_l3 guard_bunker_l4
1073	xx_smartie_stuff.bin	 sm_plate
1074	xx_guard_buildings.bin	 guard_stable guard_stable_l1 guard_stable_l2 guard_stable_l3 guard_stable_l4
1075	xx_smartie_stuff.bin	 potato
1076	xx_jetski.bin	 rp_jetski
1077	xx_guard_reaper_tower.bin	 bw_reapertower bw_reapertower_l1 bw_reapertower_l2 bw_reapertower_l3 bw_reapertower_l4 bw_reapertower_l5
1078	xx_smartie_stuff.bin	 potato_basket
1079	xx_reaperman.bin	 rpm_telescope rpm_telescope_l1 rpm_telescope_l2 rpm_telescope_l3 rpm_telescope_l4
1080	xx_raik.bin	 raik_l0 raik_l1 raik_l2 raik_l3 raik_l4 raik_l5 raik_l6 raik_l7
1081	xx_snow_stuff.bin	 iceberg1
1082	xx_smyan_pagoda.bin	 sm_pagoda sm_pagoda_l1 sm_pagoda_l2 sm_pagoda_l3 sm_pagoda_l4
1083	xx_smyan_pagoda.bin	 sm_pagodagong sm_pagodagong_l1 sm_pagodagong_l2 sm_pagodagong_l3 sm_pagodagong_l4
1084	xx_smartie_stuff.bin	 sm_pagodagate
1084	xx_smyan_pagoda.bin	 sm_pagodagate
1085	xx_snow_stuff.bin	 iceberg2
1086	xx_snow_stuff.bin	 iceberg3
1087	xx_snow_stuff.bin	 iceberg4
1088	xx_snow_stuff.bin	 iceberg_ramp
1089	xx_snow_stuff.bin	 ice_wall
1092	xx_guard_buildings.bin	 guard_shop guard_shop_l1 guard_shop_l2 guard_shop_l3 guard_shop_l4
1093	xx_mecc_base.bin	 stone_command stone_command_l1 stone_command_l2 stone_command_l3 stone_command_l4 stone_command_l5 stone_command_l6
1094	xx_guard_buildings.bin	 guard_lift_base guard_lift_base_l1 guard_lift_base_l2 guard_lift_base_l3 guard_lift_base_l4
1095	xx_mecc_base.bin	 wood_command
1096	xx_rocks.bin	 story3_ridge
1097	xx_guard_buildings.bin	 guard_buoy guard_buoy_l1 guard_buoy_l2 guard_buoy_l3 guard_buoy_l4
1098	xx_markers.bin	 buoy_spline
1099	xx_jetski.bin	 p_jetski_homing
1100	xx_jetski.bin	 p_jetski_missile
1101	xx_jetski.bin	 p_jetski_turbo
1102	xx_efx.bin	 efx_sunflare
1104	xx_ripper.bin	 rip_gore_head
1105	xx_ripper.bin	 rip_gore_arm
1106	xx_efx.bin	 efx_ref_machinegun
1107	xx_efx.bin	 efx_sniper_flash2
1108	xx_efx.bin	 efx_smoke_ring
1109	xx_efx.bin	 efx_ref_vert_circle
1111	xx_efx.bin	 efx_shotgun_blast
1112	xx_efx.bin	 efx_ripper_lspit
1113	xx_efx.bin	 efx_ripper_mspit
1114	xx_mecc_flick.bin	 mc_shotgun_shell
1114	xx_mecclev1.bin	 mc_shotgun_shell
1114	xx_rpman_weapons.bin	 mc_shotgun_shell
1115	xx_formations.bin	 1tsonak
1116	xx_sonak.bin	 rpman_sonak_shell
1117	xx_vimp.bin	 vimpfoodchunk1
1118	xx_vimp.bin	 vimpfoodchunk2
1119	xx_vimp.bin	 vimpfoodchunk3
1120	xx_efx.bin	 efx_sam_debri
1121	xx_efx.bin	 efx_ref_sam_explode
1122	xx_efx.bin	 efx_ref_turret_explode
1123	xx_mecclev1.bin	 mc_pickup_mines
1123	xx_rpman_weapons.bin	 mc_pickup_mines
1124	xx_efx.bin	 efx_turret_debri
1125	xx_efx.bin	 efx_smoke_ring_white
1126	xx_giants_logo_3d.bin	 giants_logo_3d
1127	xx_guard_buildings.bin	 guard_tower1d guard_tower1d_l1 guard_tower1d_l2 guard_tower1d_l3
1128	xx_guard_buildings.bin	 guard_bunkerd guard_bunkerd_l1 guard_bunkerd_l2 guard_bunkerd_l3 guard_bunkerd_l4
1129	xx_guard_buildings.bin	 guard_tower2d guard_tower2d_l1 guard_tower2d_l2 guard_tower2d_l3
1130	xx_efx.bin	 efx_sunflare2
1134	xx_efx.bin	 efx_stable_debri_2
1135	xx_efx.bin	 efx_stable_debri_1
1136	xx_efx.bin	 efx_stable_debri_3
1137	xx_efx.bin	 efx_stable_debri_4
1138	xx_guard_buildings.bin	 guard_stabled
1139	xx_efx.bin	 efx_sun_orange
1140	xx_efx.bin	 efx_guard_tower2
1142	xx_efx.bin	 efx_smoke_green
1144	xx_ptree.bin	 ptree_bob_coll
1145	xx_efx.bin	 efx_mc_lbomb
1146	xx_rstory4.bin	 rstory4
1147	xx_rstory3.bin	 r3_start_finish
1147	xx_rstory5.bin	 r3_start_finish
1148	xx_reaper_base.bin	 magic_wall1
1149	xx_reaper_base.bin	 magic_wall2
1150	xx_reaper_base.bin	 magic_gate1
1151	xx_reaper_base.bin	 magic_gate2
1152	xx_reaper_base.bin	 rp_workshop rp_workshop_l1 rp_workshop_l2 rp_workshop_l3 rp_workshop_l4 rp_workshop_l5 rp_workshop_l6
1153	xx_reaper_base.bin	 d_rp_workshop d_rp_workshop_l1 d_rp_workshop_l2 d_rp_workshop_l3 d_rp_workshop_l4
1154	xx_reaper_base.bin	 rp_generator rp_generator_l1 rp_generator_l2 rp_generator_l3 rp_generator_l4 rp_generator_l5 rp_generator_l6
1155	xx_reaper_base.bin	 d_rp_generator d_rp_generator_l1 d_rp_generator_l2 d_rp_generator_l3 d_rp_generator_l4
1156	xx_reaper_base.bin	 rp_fun_house rp_fun_house_l1 rp_fun_house_l2 rp_fun_house_l3 rp_fun_house_l4 rp_fun_house_l5 rp_fun_house_l6
1157	xx_reaper_base.bin	 d_rp_fun_house d_rp_fun_house_l1 d_rp_fun_house_l2 d_rp_fun_house_l3 d_rp_fun_house_l4
1158	xx_reaper_base.bin	 rp_command rp_command_l1 rp_command_l2 rp_command_l3 rp_command_l4 rp_command_l5 rp_command_l6
1159	xx_jetski_rpm.bin	 rpm_jetski
1160	xx_rstory3.bin	 r3_lap_marker
1160	xx_rstory5.bin	 r3_lap_marker
1161	xx_guard_army_barracks.bin	 guard_army_barracks guard_army_barracks_l1 guard_army_barracks_l2 guard_army_barracks_l3 guard_army_barracks_l4 guard_army_barracks_l5 guard_army_barracks_l6
1162	xx_markers.bin	 army_spline
1163	xx_rocks.bin	 pebble
1164	xx_rstory3.bin	 r_grid r_grid_l0 r_grid_l1 r_grid_l2
1164	xx_rstory5.bin	 r_grid
1165	xx_efx.bin	 efx_rstory5_volcano
1166	xx_rstory5.bin	 rstory5_cave
1168	xx_toby.bin	 toby
1169	xx_story4.bin	 story4_door
1170	xx_efx.bin	 efx_ice_wall_debri
1171	xx_reaper_ship.bin	 reaper_ship
1172	xx_reaper_ship.bin	 reaper_ship_husk
1173	xx_guard_army_barracks.bin	 guard_army_barracks_husk
1174	xx_formations.bin	 7_flying_guards
1175	xx_kab_stuff.bin	 mag_crystal
1176	xx_formations.bin	 1_ripper
1177	xx_formations.bin	 2_rippers
1178	xx_formations.bin	 3_rippers
1180	xx_formations.bin	 1_kamikazi
1181	xx_reaper_base.bin	 s_reaper_pier s_reaper_pier_l1 s_reaper_pier_l2 s_reaper_pier_l3 s_reaper_pier_l4 s_reaper_pier_l5 s_reaper_pier_l6
1185	xx_mecc_base.bin	 s_mecc_sam s_mecc_sam_l1 s_mecc_sam_l2 s_mecc_sam_l3 s_mecc_sam_l4 s_mecc_sam_l5 s_mecc_sam_l6
1186	xx_mecc_base.bin	 s_mecc_turret s_mecc_turret_l1 s_mecc_turret_l2 s_mecc_turret_l3 s_mecc_turret_l4 s_mecc_turret_l5 s_mecc_turret_l6
1187	xx_reaper_base.bin	 s_reaper_turret s_reaper_turret_l1 s_reaper_turret_l2 s_reaper_turret_l3 s_reaper_turret_l4 s_reaper_turret_l5 s_reaper_turret_l6
1188	xx_reaper_base.bin	 s_reaper_sam s_reaper_sam_l1 s_reaper_sam_l2 s_reaper_sam_l3 s_reaper_sam_l4 s_reaper_sam_l5 s_reaper_sam_l6
1189	xx_reaper_base.bin	 s_reaper_tower s_reaper_tower_l1 s_reaper_tower_l2 s_reaper_tower_l3 s_reaper_tower_l4 s_reaper_tower_l5 s_reaper_tower_l6
1190	xx_guard_barracks.bin	 barracks_husk
1192	xx_reaper_base.bin	 s_reaper_portal
1198	xx_lander.bin	 mother_ship
1199	xx_kab_stuff.bin	 mag_crystal_shard
1200	xx_smyan.bin	 yan_sword
1200	xx_smyan_flick.bin	 yan_sword
1201	xx_story4.bin	 mc_cutout1
1202	xx_story4.bin	 mc_cutout2
1203	xx_reaperman.bin	 rpm_bomb rpm_bomb_l1 rpm_bomb_l2 rpm_bomb_l3 rpm_bomb_l4
1204	xx_kab_stuff.bin	 kabuto_stone
1204	xx_kabuto_flick.bin	 kabuto_stone
1205	xx_efx.bin	 efx_portal
1206	xx_efx.bin	 efx_mc_rocket
1207	xx_giantwalls.bin	 giantwall1 giantwall1_l1 giantwall1_l2 giantwall1_l3 giantwall1_l4
1208	xx_giantwalls.bin	 giantwall2 giantwall2_l1 giantwall2_l2 giantwall2_l3 giantwall2_l4
1209	xx_giantwalls.bin	 giantwall3 giantwall3_l1 giantwall3_l2 giantwall3_l3 giantwall3_l4
1210	xx_kab_stuff.bin	 kab_ash
1211	xx_guard_buildings.bin	 guard_portal
1212	xx_smtimmy.bin	 sm_timmygrave
1212	xx_smtimmy_flick.bin	 sm_timmygrave
1213	xx_guard_buildings.bin	 guard_portal_m
1214	xx_reaper_ship.bin	 reaper_galleon
1215	xx_kab_stuff.bin	 k_rock_gen
1216	xx_kstory5.bin	 k_pocket
1217	xx_smdoomed.bin	 smdoomed_l0
1218	xx_smdoomed.bin	 smd_ground
1219	xx_formations.bin	 5_flying_guards
1220	xx_formations.bin	 3_flying_guards
1221	xx_efx.bin	 efx_portal_charm
1222	xx_reaperlev1.bin	 rp_mine rp_mine_l1 rp_mine_l2 rp_mine_l3 rp_mine_l4
1223	xx_reaperlev1.bin	 rp_pickup_mines
1224	xx_reaperlev1.bin	 rp_health
1225	xx_reaperlev1.bin	 rp_pickup_health
1226	xx_guard_barracks.bin	 guard_ripperbarracks guard_ripperbarracks_l1 guard_ripperbarracks_l2 guard_ripperbarracks_l3 guard_ripperbarracks_l4
1228	xx_reaper_base.bin	 d_magic_wall1
1229	xx_reaper_base.bin	 d_magic_wall2
1230	xx_reaper_base.bin	 d_magic_gate1
1231	xx_reaper_base.bin	 d_magic_gate2
1233	xx_reaperlev1.bin	 rp_pickup_repair
1234	xx_story1.bin	 w_story1_walls
1235	xx_story1.bin	 w_story1_arch
1236	xx_story1.bin	 w_story1_entrance
1237	xx_mecc_base.bin	 d_stone_command d_stone_command_l1 d_stone_command_l2 d_stone_command_l3 d_stone_command_l4
1238	xx_reaper_base.bin	 d_rp_command d_rp_command_l1 d_rp_command_l2 d_rp_command_l3 d_rp_command_l4
1239	xx_raik.bin	 raik_l7
1240	xx_rpqueen.bin	 rpqueen_l7
1241	xx_theend.bin	 reg_kiss
1242	xx_kab_stuff.bin	 k_lava_ball
1242	xx_seamonster.bin	 k_lava_ball
1243	xx_kab_stuff.bin	 k_volcano_debri
1244	xx_kab_stuff.bin	 k_exhaust
1245	xx_efx.bin	 efx_repair_ring
1246	xx_kab_stuff.bin	 k_rock_gen_top
1247	xx_story1.bin	 w_story1_mine
1248	xx_story1.bin	 w_story1_walls_1
1249	xx_story1.bin	 w_story1_walls_2
1250	xx_story1.bin	 w_story1_walls_3
1251	xx_story1.bin	 w_story1_walls_4
1252	xx_story1.bin	 w_story1_walls_5
1253	xx_story1.bin	 w_story1_walls_6
1255	xx_reaper_base.bin	 efx_magic_w1
1256	xx_efx.bin	 efx_portal_open_loop
1257	xx_efx.bin	 efx_portal_open_flick
1258	xx_efx.bin	 efx_portal_close_flick
1259	xx_story1.bin	 w_story1_hang_flick
1274	xx_plants.bin	 shrub5_coll
1275	xx_tools.bin	 ripper_radius
1276	xx_guard_barracks.bin	 barracks_story2 barracks_l1 barracks_l2 barracks_l3 barracks_l4 barracks_l5
1277	xx_giantwalls.bin	 giantwall4 giantwall4_l1 giantwall4_l2 giantwall4_l3 giantwall4_l4
1279	xx_ambient.bin	 a_m1_near_beach
1280	xx_ambient.bin	 a_m2_mnt_beach
1281	xx_ambient.bin	 a_m3_cliffs_sand
1282	xx_ambient.bin	 a_m4_beach_dark
1283	xx_ambient.bin	 a_m5_beach_waves
1284	xx_ambient.bin	 a_r1_light_rain
1285	xx_ambient.bin	 a_r2_snow
1286	xx_ambient.bin	 a_r3_race
1287	xx_ambient.bin	 a_r4_darker
1288	xx_ambient.bin	 a_r5_mountain
1289	xx_ambient.bin	 a_k1
1290	xx_ambient.bin	 a_k5_storm
1291	xx_ambient.bin	 a_crashed_lander
1293	xx_ambient.bin	 a_floating_gate
1295	xx_ambient.bin	 a_cage
1296	xx_ambient.bin	 a_distant_birds
1297	xx_ambient.bin	 a_wind_gusts
1298	xx_ambient.bin	 a_single_tree
1299	xx_ambient.bin	 a_trees
1300	xx_ambient.bin	 a_shoreline
1301	xx_ambient.bin	 a_pools
1302	xx_ambient.bin	 a_pier
1303	xx_ambient.bin	 a_big_leaf_tree
1304	xx_ambient.bin	 a_reaper_tower
1305	xx_ambient.bin	 a_int_volcano
1306	xx_ambient.bin	 a_smartie_village
1308	xx_ambient.bin	 a_high_winds
1309	xx_ambient.bin	 a_prison
1310	xx_ambient.bin	 a_army_barracks
1312	xx_ambient.bin	 a_forest_trees
1313	xx_ambient.bin	 a_distant_animals
1314	xx_formations.bin	 4_wide_guards
1315	xx_ambient.bin	 a_shoreline_long
1316	xx_ambient.bin	 a_shoreline_dark_short
1317	xx_ambient.bin	 a_shoreline_dark_long
1318	xx_ambient.bin	 a_river
1319	xx_ambient.bin	 a_high_winds_light
1320	xx_ambient.bin	 a_cold_wind_gusts
1322	xx_efx.bin	 efx_giantwall4
1323	xx_music_temp.bin	 a_kabuto_temp
1324	xx_music_temp.bin	 a_mecc_temp
1325	xx_music_temp.bin	 a_mecc_temp_amb
1326	xx_music_temp.bin	 a_mecc_temp_battle
1327	xx_music_temp.bin	 a_mecc_temp_sus
1328	xx_story4.bin	 story4_tower story4_tower_l1 story4_tower_l2 story4_tower_l3 story4_tower_l4 story4_tower_l5
1330	xx_guard_buildings.bin	 guard_buoy_coll
1331	xx_jetski_rpm.bin	 rpm_jetski_coll
1332	xx_reaper_base.bin	 efx_magic_w2
1333	xx_giantwalls.bin	 giantwall5 giantwall5_l1 giantwall5_l2 giantwall5_l3 giantwall5_l4
1334	xx_kab_stuff.bin	 kabutopad
